pl_name,hostname,galactic_latitude,galactic_longitude,distance,visual_mag
Kepler-859 b,Kepler-859,15.55426,73.90076,839.903,15.977
Kepler-860 b,Kepler-860,11.18255,79.49597,1056.36,15.544
Kepler-861 b,Kepler-861,13.16131,78.44535,850.327,15.993
Kepler-862 b,Kepler-862,9.96035,80.4453,1039.03,15.601
Kepler-863 b,Kepler-863,8.44029,77.54123,1499.66,15.567
Kepler-864 b,Kepler-864,17.83069,76.46837,2022.9,15.898
Kepler-864 c,Kepler-864,17.83069,76.46837,2022.9,15.898
Kepler-865 b,Kepler-865,8.5398,77.80764,586.137,14.635
Kepler-865 c,Kepler-865,8.5398,77.80764,586.137,14.635
Kepler-866 b,Kepler-866,13.25619,74.83213,646.667,16.124
Kepler-867 b,Kepler-867,18.21762,81.86131,1195.54,15.098
Kepler-868 b,Kepler-868,19.69439,76.15143,1593.13,15.872
Kepler-869 b,Kepler-869,16.87545,82.13273,939.455,15.122
Kepler-87 b,Kepler-87,10.10838,80.91089,1232.9,14.681
Kepler-87 c,Kepler-87,10.10838,80.91089,1232.9,14.681
Kepler-870 b,Kepler-870,13.22301,83.28194,1259.46,15.326
Kepler-871 b,Kepler-871,10.5023,76.54074,1976.05,15.882
Kepler-872 b,Kepler-872,10.04186,77.06067,879.683,15.242
Kepler-873 b,Kepler-873,13.02195,84.3018,1182.22,15.052
Kepler-874 b,Kepler-874,10.0603,76.37063,1082.16,14.822
Kepler-875 b,Kepler-875,8.61818,77.31523,1242.62,15.357
Kepler-876 b,Kepler-876,17.83172,73.16696,820.913,15.647
Kepler-877 b,Kepler-877,14.84816,77.97859,602.176,14.74
Kepler-878 b,Kepler-878,17.77788,76.80766,791.625,14.967
Kepler-879 b,Kepler-879,13.19003,83.79582,802.672,14.429
Kepler-88 d,KOI-142,11.52808,72.93478,376.863,13.209
Kepler-880 b,Kepler-880,18.95671,73.05327,601.324,11.845
Kepler-880 c,Kepler-880,18.95671,73.05327,601.324,11.845
Kepler-881 b,Kepler-881,15.4529,77.87146,1375.18,15.281
Kepler-882 b,Kepler-882,10.408,76.55358,504.605,14.188
Kepler-883 b,Kepler-883,18.3846,80.72494,627.455,13.169
Kepler-884 b,Kepler-884,14.60315,81.95569,476.733,13.164
Kepler-885 b,Kepler-885,16.84644,80.72461,651.318,12.948
Kepler-886 b,Kepler-886,16.02543,74.15272,711.297,14.054
Kepler-887 b,Kepler-887,11.88425,71.79245,886.588,13.52
Kepler-887 c,Kepler-887,11.88425,71.79245,886.588,13.52
Kepler-888 b,Kepler-888,12.81989,82.64032,420.817,13.061
Kepler-889 b,Kepler-889,15.59852,82.43803,598.313,12.998
Kepler-890 b,Kepler-890,14.65155,74.94922,1712.12,15.235
Kepler-891 b,Kepler-891,11.43428,72.62475,2340.58,15.386
Kepler-892 b,Kepler-892,18.24539,73.57004,570.727,15.967
Kepler-893 b,Kepler-893,17.02092,74.09094,1285.59,15.347
Kepler-894 b,Kepler-894,15.7215,78.05534,1162.91,15.686
Kepler-895 b,Kepler-895,17.11103,82.50044,540.134,16.21
Kepler-896 b,Kepler-896,18.65971,73.23628,2334.93,15.457
Kepler-896 c,Kepler-896,18.65971,73.23628,2334.93,15.457
Kepler-897 b,Kepler-897,16.47821,83.10163,1519.25,15.177
Kepler-898 b,Kepler-898,17.05235,77.40578,484.891,16.695
Kepler-899 b,Kepler-899,7.28696,75.22066,1246.43,15.713
Kepler-9 b,Kepler-9,14.48974,68.98012,628.257,13.922
Kepler-9 c,Kepler-9,14.48974,68.98012,628.257,13.922
Kepler-9 d,Kepler-9,14.48974,68.98012,628.257,13.922
Kepler-90 i,KOI-351,19.25567,79.26947,848.254,13.883
Kepler-900 b,Kepler-900,11.16647,80.36296,487.525,15.19
Kepler-901 b,Kepler-901,11.62048,73.13666,253.867,15.85
Kepler-902 b,Kepler-902,15.1024,78.35018,1165.34,14.992
Kepler-903 b,Kepler-903,13.15584,72.14102,1369.24,14.856
Kepler-903 c,Kepler-903,13.15584,72.14102,1369.24,14.856
Kepler-904 b,Kepler-904,13.00518,71.90119,978.125,14.56
Kepler-905 b,Kepler-905,14.80518,78.21427,529.268,14.058
Kepler-906 b,Kepler-906,11.11254,72.52469,757.791,14.019
Kepler-908 b,Kepler-908,8.09496,73.25789,290.843,11.607
Kepler-909 b,Kepler-909,14.60416,76.78743,309.596,11.626
Kepler-91 b,Kepler-91,16.62216,74.48612,1294.69,12.712
Kepler-910 b,Kepler-910,9.22798,76.51187,400.289,11.44
Kepler-911 b,Kepler-911,6.59625,75.7052,556.168,11.767
Kepler-912 b,Kepler-912,7.41391,76.40024,2004.72,15.668
Kepler-913 b,Kepler-913,7.85166,76.37255,991.618,15.522
Kepler-913 c,Kepler-913,7.85166,76.37255,991.618,15.522
Kepler-914 b,Kepler-914,13.82764,76.61586,753.723,13.667
Kepler-915 b,Kepler-915,14.06204,77.45493,849.036,13.314
Kepler-916 b,Kepler-916,13.91322,77.79338,830.712,15.363
Kepler-917 b,Kepler-917,9.92543,82.16423,3460.51,15.896
Kepler-918 b,Kepler-918,10.57656,82.16182,1025.03,15.064
Kepler-919 b,Kepler-919,10.73672,82.33495,1119.87,14.806
Kepler-92 b,Kepler-92,13.31439,73.08205,477.992,11.671
Kepler-92 c,Kepler-92,13.31439,73.08205,477.992,11.671
Kepler-92 d,Kepler-92,13.31439,73.08205,477.992,11.671
Kepler-920 b,Kepler-920,19.29073,79.09161,1001.68,15.492
Kepler-920 c,Kepler-920,19.29073,79.09161,1001.68,15.492
Kepler-921 b,Kepler-921,19.10488,79.19783,934.49,14.852
Kepler-922 b,Kepler-922,19.1495,79.56585,536.323,13.863
Kepler-923 b,Kepler-923,9.1964,73.43862,1000.28,14.124
Kepler-924 b,Kepler-924,11.73741,72.52276,1053.04,14.293
Kepler-925 b,Kepler-925,12.16325,72.41955,611.115,16.025
Kepler-926 b,Kepler-926,12.54618,72.47195,921.361,14.431
Kepler-927 b,Kepler-927,13.04075,73.0188,831.685,14.817
Kepler-928 b,Kepler-928,12.73917,73.33267,508.809,15.586
Kepler-929 b,Kepler-929,7.10317,76.41534,1311.23,14.738
Kepler-93 b,Kepler-93,10.45836,71.20378,95.9115,9.996
Kepler-93 c,Kepler-93,10.45836,71.20378,95.9115,9.996
Kepler-930 b,Kepler-930,7.52807,76.90346,848.396,13.89
Kepler-932 b,Kepler-932,8.90386,77.30447,465.612,14.308
Kepler-933 b,Kepler-933,13.81149,75.08255,1017.2,15.614
Kepler-934 b,Kepler-934,13.42851,75.50887,608.738,15.238
Kepler-935 b,Kepler-935,11.69055,79.64512,471.782,15.01
Kepler-936 b,Kepler-936,12.6274,79.29455,823.399,14.84
Kepler-937 b,Kepler-937,12.25527,79.46009,1571.46,15.405
Kepler-937 c,Kepler-937,12.25527,79.46009,1571.46,15.405
Kepler-938 b,Kepler-938,11.99897,79.90214,1182.05,15.148
Kepler-939 b,Kepler-939,12.58043,79.65084,2093.62,15.653
Kepler-94 b,Kepler-94,20.71013,76.71253,191.904,13.071
Kepler-94 c,Kepler-94,20.71013,76.71253,191.904,13.071
Kepler-940 b,Kepler-940,12.46341,79.99619,1260.78,15.727
Kepler-941 b,Kepler-941,12.38563,79.9693,1088.36,15.803
Kepler-942 b,Kepler-942,10.59114,77.39112,216.354,13.25
Kepler-943 b,Kepler-943,16.61311,71.58697,2300.53,15.76
Kepler-944 b,Kepler-944,10.65054,75.3306,1349.43,15.636
Kepler-945 b,Kepler-945,12.06911,74.28654,1651.25,15.599
Kepler-946 b,Kepler-946,6.80177,79.43033,1137.29,15.011
Kepler-947 b,Kepler-947,10.08954,75.4807,1730.78,16.064
Kepler-948 b,Kepler-948,10.45904,74.45145,868.017,14.811
Kepler-949 b,Kepler-949,9.44424,80.69553,486.105,14.718
Kepler-949 c,Kepler-949,9.44424,80.69553,486.105,14.718
Kepler-95 b,Kepler-95,17.51848,74.43259,445.656,12.382
Kepler-950 b,Kepler-950,13.90881,72.31699,2161.6,16
Kepler-951 b,Kepler-951,12.821,69.42083,382.509,14.841
Kepler-952 b,Kepler-952,16.02646,72.35059,1304.25,15.323
Kepler-953 b,Kepler-953,14.64718,75.9239,258.893,11.871
Kepler-953 c,Kepler-953,14.64718,75.9239,258.893,11.871
Kepler-954 b,Kepler-954,11.79563,81.10942,215.814,13.095
Kepler-955 b,Kepler-955,13.19907,71.67536,550.383,14.734
Kepler-956 b,Kepler-956,14.26979,81.13457,544.939,13.387
Kepler-957 b,Kepler-957,15.59047,80.24006,824.688,15.833
Kepler-958 b,Kepler-958,16.32186,76.80898,449.773,13.91
Kepler-959 b,Kepler-959,10.89592,73.41447,807.729,12.606
Kepler-96 b,Kepler-96,7.48242,74.92809,122.881,10.568
Kepler-960 b,Kepler-960,20.30579,76.01081,284.916,14.127
Kepler-961 b,Kepler-961,18.89889,73.02863,574.314,14.204
Kepler-962 b,Kepler-962,11.3363,79.39397,411.486,13.68
Kepler-963 b,Kepler-963,9.88428,78.80407,771.494,15.091
Kepler-964 b,Kepler-964,8.674,74.29744,454.626,14.061
Kepler-965 b,Kepler-965,7.22017,76.66856,582.828,13.488
Kepler-966 b,Kepler-966,11.99998,83.5226,1027.8,14.731
Kepler-967 b,Kepler-967,13.78488,69.30269,568.546,14.702
Kepler-967 c,Kepler-967,13.78488,69.30269,568.546,14.702
Kepler-968 b,Kepler-968,18.81793,80.34362,290.324,14.626
Kepler-968 c,Kepler-968,18.81793,80.34362,290.324,14.626
Kepler-969 b,Kepler-969,16.33314,78.90961,390.354,13.865
Kepler-969 c,Kepler-969,16.33314,78.90961,390.354,13.865
Kepler-97 b,Kepler-97,17.25653,79.35114,400.907,12.994
Kepler-97 c,Kepler-97,17.25653,79.35114,400.907,12.994
Kepler-970 b,Kepler-970,12.58685,72.46181,331.545,15.21
Kepler-971 b,Kepler-971,16.60734,71.19357,338.522,13.483
Kepler-972 b,Kepler-972,9.6939,77.04273,1198.03,15.084
Kepler-973 b,Kepler-973,16.02462,81.29598,328.52,13.478
Kepler-974 b,Kepler-974,15.59932,70.54028,134.311,15.295
Kepler-975 b,Kepler-975,10.98955,70.73595,426.088,14.633
Kepler-975 c,Kepler-975,10.98955,70.73595,426.088,14.633
Kepler-976 b,Kepler-976,14.9255,78.17734,1012.41,15.861
Kepler-977 b,Kepler-977,11.97106,74.50788,568.751,14.754
Kepler-978 b,Kepler-978,15.51824,73.75122,682.522,13.513
Kepler-979 b,Kepler-979,8.37228,81.27691,576.503,14.882
Kepler-98 b,Kepler-98,14.25314,68.59512,350.315,12.996
Kepler-980 b,Kepler-980,11.22776,78.09855,961.468,14.221
Kepler-981 b,Kepler-981,15.68043,78.87682,878.082,14.875
Kepler-982 b,Kepler-982,15.78425,77.63359,801.479,13.099
Kepler-983 b,Kepler-983,17.32725,75.19637,714.437,14.1125
Kepler-984 b,Kepler-984,10.40755,80.07995,460.188,13.599
Kepler-985 b,Kepler-985,13.64629,75.73922,679.361,14.904
Kepler-986 b,Kepler-986,11.21739,75.62729,548.364,13.69
Kepler-987 b,Kepler-987,14.97262,77.4782,914.126,15.171
Kepler-988 b,Kepler-988,12.50541,74.23269,304.889,15.578
Kepler-989 b,Kepler-989,20.37813,76.53241,491.978,14.717
Kepler-99 b,Kepler-99,7.67792,75.71488,208.369,13.206
Kepler-990 b,Kepler-990,10.05477,80.84382,802.163,14.716
Kepler-990 c,Kepler-990,10.05477,80.84382,802.163,14.716
Kepler-991 b,Kepler-991,11.86823,83.02035,389.561,15.626
Kepler-992 b,Kepler-992,18.69367,77.61384,259.639,13.557
Kepler-993 b,Kepler-993,12.19619,76.83877,324.423,16.608
Kepler-994 b,Kepler-994,15.69417,78.59578,188.158,15.046
Kepler-995 b,Kepler-995,15.46273,69.3739,609.638,15.173
Kepler-996 b,Kepler-996,11.39157,73.98536,1216.58,14.717
Kepler-997 b,Kepler-997,16.58282,81.06648,467.568,11.521
Kepler-998 b,Kepler-998,11.86453,82.53844,986.364,14.463
Kepler-999 b,Kepler-999,8.68742,80.84112,545.063,12.364
L 168-9 b,L 168-9,-53.55913,321.95595,25.1496,11.005
L 363-38 b,L 363-38,-75.73754,309.05357,10.2295,13.027
L 98-59 b,L 98-59,-17.5933,281.81705,10.6194,11.685
L 98-59 c,L 98-59,-17.5933,281.81705,10.6194,11.685
L 98-59 d,L 98-59,-17.5933,281.81705,10.6194,11.685
L 98-59 e,L 98-59,-17.5933,281.81705,10.6194,11.685
LHS 1140 b,LHS 1140,-78.05159,115.40542,14.9861,14.15
LHS 1140 c,LHS 1140,-78.05159,115.40542,14.9861,14.15
LHS 1478 b,LHS 1478,15.4832,130.17165,18.2276,13.304
LHS 1678 b,LHS 1678,-42.91686,243.29836,19.8782,12.6
LHS 1678 c,LHS 1678,-42.91686,243.29836,19.8782,12.6
LHS 1678 d,LHS 1678,-42.91686,243.29836,19.8782,12.6
LHS 1815 b,LHS 1815,-28.57122,263.55608,29.8424,12.167
LHS 3154 b,LHS 3154,47.88909,64.96653,15.7606,17.65
LHS 3844 b,LHS 3844,-43.90616,318.24947,14.8846,15.24
LHS 475 b,LHS 475,-27.83616,311.28216,12.4814,13
LP 714-47 b,LP 714-47,-39.7342,206.04093,52.616,12.492
LP 791-18 b,LP 791-18,39.10605,268.56582,26.4927,16.91
LP 791-18 c,LP 791-18,39.10605,268.56582,26.4927,16.91
LP 791-18 d,LP 791-18,39.10605,268.56582,26.4927,16.91
LP 890-9 b,LP 890-9,-44.9483,226.91411,32.4298,18
LP 890-9 c,LP 890-9,-44.9483,226.91411,32.4298,18
LSPM J2116+0234 b,LSPM J2116+0234,-30.34854,53.9463,17.6297,11.961
LTT 1445 A b,LTT 1445 A,-58.07573,200.48712,6.86929,10.59
LTT 1445 A c,LTT 1445 A,-58.07573,200.48712,6.86929,10.59
LTT 3780 b,LTT 3780,36.30503,254.20063,21.9814,13.14
LTT 3780 c,LTT 3780,36.30503,254.20063,21.9814,13.14
LTT 9779 b,LTT 9779,-74.1011,348.06502,80.4373,9.79
LkCa 15 b,LkCa 15,-15.98175,176.68976,158.152,12.025
LkCa 15 c,LkCa 15,-15.98175,176.68976,158.152,12.025
Lupus-TR-3 b,Lupus-TR-3,10.95094,331.36717,773.409,19.6202
MASCARA-1 b,MASCARA-1,-24.37543,60.44831,182.273,8.28
MASCARA-4 b,MASCARA-4,-9.40158,285.97627,170.696,8.191
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,-2.46794,5.58745,3500,24.3
MOA-bin-29 b,MOA-bin-29,-2.63572,0.63345,7120,44.61
MWC 758 c,MWC 758,-4.77532,181.24794,159.537,8.270001
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,32.01882,215.90556,852.793,12.704
NGC 2682 Sand 364 b,NGC 2682 Sand 364,31.55047,215.64762,817.192,9.616
NGC 2682 Sand 978 b,NGC 2682 Sand 978,31.87601,215.74169,821.918,9.814
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,31.83866,215.64575,872.92,14.569
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,31.86855,215.56882,914.221,14.684
NGC 2682 YBP 401 b,NGC 2682 YBP 401,31.84602,215.83597,830.822,13.699
NGTS-1 b,NGTS-1,-31.20101,241.19241,218.121,15.667
NGTS-11 b,NGTS-11,-73.86688,163.08688,190.422,12.456
NGTS-12 b,NGTS-12,25.30286,288.04232,446.442,12.382
NGTS-13 b,NGTS-13,22.90064,288.79758,647.595,12.744
NGTS-14 A b,NGTS-14 A,-51.45057,4.48128,322.148,13.268
NGTS-15 b,NGTS-15,-37.98373,234.7828,786.485,14.669
NGTS-16 b,NGTS-16,-50.37343,229.39967,898.168,14.529
NGTS-17 b,NGTS-17,-38.60499,236.48794,1040.28,14.412
NGTS-18 b,NGTS-18,26.25398,291.77668,1096.19,14.588
NGTS-2 b,NGTS-2,27.92221,324.44756,356.391,10.789
NGTS-20 b,NGTS-20,-59.23645,210.62958,382.898,11.233
NGTS-21 b,NGTS-21,-37.53419,7.6079,592.891,15.506
NGTS-23 b,NGTS-23,-41.20214,243.74636,1074.95,14.126
NGTS-24 b,NGTS-24,21.0893,282.5716,683.062,13.214
NGTS-25 b,NGTS-25,-35.06443,2.60742,521.233,14.333
NGTS-26 b,NGTS-26,26.56296,326.46071,1093.69,15.009
NGTS-27 b,NGTS-27,29.04746,315.62348,942.122,13.523
NGTS-3 A b,NGTS-3 A,-21.83176,243.01044,743.972,14.669
NGTS-30 b,NGTS-30,35.06915,281.56671,238.377,12.537
NGTS-4 b,NGTS-4,-24.13546,236.57905,280.555,13.138
NGTS-5 b,NGTS-5,55.60336,359.28428,306.779,13.789
NGTS-6 b,NGTS-6,-35.45066,232.39378,308.262,14.237
NGTS-8 b,NGTS-8,-47.14354,41.59543,428.976,13.69
NGTS-9 b,NGTS-9,22.2152,250.6186,609.128,12.868
NN Ser c,NN Ser,45.33887,23.65252,515.818,16.943
NN Ser d,NN Ser,45.33887,23.65252,515.818,16.943
NSVS 14256825 b,NSVS 14256825,-17.30896,47.68869,820.877,13.296
NY Vir b,NY Vir,58.68771,326.17234,544.024,13.496
NY Vir c,NY Vir,58.68771,326.17234,544.024,13.496
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,-4.74007,0.67689,4100,22.783
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,-2.51597,4.3802,2760,24.73
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,-3.6861,358.34879,5900,17.71
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,3.0665,0.19492,4019,20.66
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,3.0665,0.19492,4019,20.66
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,-2.02265,0.83633,3220,26.42
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,-2.41644,0.36012,5200,26.1
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,-4.80424,1.73882,4200,18.21
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,-2.00459,2.46545,5450,34.1
OGLE-TR-10 b,OGLE-TR-10,-1.57666,359.85149,1344.97,16.006
OGLE-TR-111 b,OGLE-TR-111,-1.70579,289.27912,1068.33,16.707
OGLE-TR-113 b,OGLE-TR-113,-1.78974,289.20142,566.459,15.8485
OGLE-TR-132 b,OGLE-TR-132,-2.34319,289.23465,2012.62,16.536
OGLE-TR-182 b,OGLE-TR-182,-0.63069,290.90669,2501.75,16.9195
OGLE-TR-211 b,OGLE-TR-211,-3.34519,288.39931,1515.26,15.364
OGLE-TR-56 b,OGLE-TR-56,-2.36542,0.70517,2164.25,16.438
OGLE2-TR-L9 b,OGLE2-TR-L9,-0.74262,290.7713,1627.63,14.718
PDS 70 b,PDS 70,19.20844,318.06196,113.064,12.032
PDS 70 c,PDS 70,19.20844,318.06196,113.064,12.032
PH1 b,PH1,6.44039,74.86914,1033.16,13.841
PH2 b,PH2,17.05061,83.15282,343.863,12.645
POTS-1 b,POTS-1,-4.06586,307.19384,747.959,17.9083
PZ Tel b,PZ Tel,-20.75401,346.15058,47.0648,8.43
Pr0201 b,Pr0201,32.97009,205.42172,180.64,10.445
Pr0211 b,Pr0211,32.74444,206.52768,182.714,12.163
Pr0211 c,Pr0211,32.74444,206.52768,182.714,12.163
Proxima Cen b,Proxima Cen,-1.91805,313.92595,1.30119,11.01
Qatar-1 b,Qatar-1,16.42429,98.71917,185.615,12.692
Qatar-10 b,Qatar-10,24.75349,100.33669,559.068,12.868
Qatar-2 b,Qatar-2,53.16778,327.95632,181.374,13.443
Qatar-3 b,Qatar-3,-25.35493,110.71755,735.601,12.929
Qatar-4 b,Qatar-4,-18.46753,116.87585,329.036,13.574
Qatar-5 b,Qatar-5,-20.60282,118.33015,367.658,12.614
Qatar-6 b,Qatar-6,62.92644,28.83441,100.848,11.496
Qatar-7 b,Qatar-7,-24.44772,110.38223,705.981,13.134
Qatar-8 b,Qatar-8,42.19051,138.05768,281.498,11.71
Qatar-9 b,Qatar-9,49.86723,146.52712,213.771,14.023
ROXs 12 b,ROXs 12,16.21234,352.25846,136.65,14.763
ROXs 42 B b,ROXs 42 B,15.9897,353.70701,143.59,14.661
RR Cae b,RR Cae,-44.50181,255.71201,21.1916,14.379
Ross 128 b,Ross 128,59.55577,270.15662,3.37454,11.12
Ross 458 c,Ross 458,75.08626,311.81455,11.5094,9.76
Ross 508 b,Ross 508,53.59997,25.647,11.2103,14.18
TAP 26 b,TAP 26,-22.84925,177.46304,121.402,12.5
TIC 139270665 b,TIC 139270665,31.26539,188.6991,189.875,10.385
TIC 139270665 c,TIC 139270665,31.26539,188.6991,189.875,10.385
TIC 172900988 b,TIC 172900988 Aa,34.66122,191.79495,250.956,10.141
TIC 237913194 b,TIC 237913194,-55.7647,294.61302,306.063,12.144
TIC 241249530 b,TIC 241249530,17.19803,161.26591,324.448,11.908
TIC 257060897 b,TIC 257060897,40.76171,110.0336,505.703,11.814
TIC 279401253 b,TIC 279401253,-46.73229,206.08078,285.584,11.938
TIC 279401253 c,TIC 279401253,-46.73229,206.08078,285.584,11.938
TIC 365102760 b,TIC 365102760,9.69708,89.99137,555.546,12.154
TIC 393818343 b,TIC 393818343,-22.34945,49.65456,93.7345,9.48
TIC 46432937 b,TIC 46432937,-23.27732,217.97214,90.5369,14.268
TIC 4672985 b,TIC 4672985,-60.81259,183.51825,253.385,11.501
TOI-1052 b,TOI-1052,-38.44079,313.48326,129.804,9.511
TOI-1052 c,TOI-1052,-38.44079,313.48326,129.804,9.511
TOI-1062 b,TOI-1062,-37.81231,296.49611,82.1733,10.249
TOI-1062 c,TOI-1062,-37.81231,296.49611,82.1733,10.249
TOI-1064 b,TOI-1064,-28.2351,351.16485,68.0726,10.938
TOI-1064 c,TOI-1064,-28.2351,351.16485,68.0726,10.938
TOI-1075 b,TOI-1075,-35.68168,330.01703,61.4592,12.615
TOI-1107 b,TOI-1107,-20.84697,297.90095,281.314,10.553
TOI-1130 b,TOI-1130,-20.04121,355.72868,58.2609,11.595
TOI-1130 c,TOI-1130,-20.04121,355.72868,58.2609,11.595
TOI-1135 b,TOI-1135,31.99853,122.87817,114.048,9.54
TOI-1136 b,TOI-1136,52.27052,123.40032,84.5362,9.534
TOI-1136 c,TOI-1136,52.27052,123.40032,84.5362,9.534
TOI-1136 d,TOI-1136,52.27052,123.40032,84.5362,9.534
TOI-1136 e,TOI-1136,52.27052,123.40032,84.5362,9.534
TOI-1136 f,TOI-1136,52.27052,123.40032,84.5362,9.534
TOI-1136 g,TOI-1136,52.27052,123.40032,84.5362,9.534
TOI-1173 b,TOI-1173,46.27411,120.63534,132.353,11.038
TOI-1174 b,TOI-1174,47.38653,114.20906,94.6375,10.964
TOI-1180 b,TOI-1180,34.33814,119.44563,72.0238,11.017
TOI-1181 b,TOI-1181,18.39434,96.709,302.819,10.582
TOI-1184 b,TOI-1184,28.56462,89.70471,58.5946,10.988
TOI-1194 b,TOI-1194,44.80076,134.72297,149.667,11.302
TOI-1199 b,TOI-1199,51.60326,142.69396,248.427,11.093
TOI-1201 b,TOI-1201,-59.89292,194.18797,37.8871,12.26
TOI-122 b,TOI-122,-47.96855,332.55681,62.118,15.526
TOI-1221 b,TOI-1221,-22.48281,276.38676,138.411,10.494
TOI-1224 b,TOI-1224,-35.34548,298.34809,37.3312,13.95
TOI-1224 c,TOI-1224,-35.34548,298.34809,37.3312,13.95
TOI-1227 b,TOI-1227,-9.66817,301.07183,100.641,16.999
TOI-1231 b,TOI-1231,4.38237,281.8256,27.6227,12.36
TOI-1235 b,TOI-1235,41.71685,140.91663,39.6345,11.495
TOI-1244 b,TOI-1244,34.50626,100.61547,102.551,11.929
TOI-1246 b,TOI-1246,35.90788,102.34143,169.422,11.632
TOI-1246 c,TOI-1246,35.90788,102.34143,169.422,11.632
TOI-1246 d,TOI-1246,35.90788,102.34143,169.422,11.632
TOI-1246 e,TOI-1246,35.90788,102.34143,169.422,11.632
TOI-1248 b,TOI-1248,34.70539,92.71278,168.735,11.806
TOI-1249 b,TOI-1249,50.52804,118.07243,139.49,11.089
TOI-125 b,TOI-125,-49.90031,296.35814,111.059,11.023
TOI-125 c,TOI-125,-49.90031,296.35814,111.059,11.023
TOI-125 d,TOI-125,-49.90031,296.35814,111.059,11.023
TOI-1259 A b,TOI-1259 A,26.75585,110.88302,118.106,12.079
TOI-1260 b,TOI-1260,45.37156,142.80364,73.5977,11.922
TOI-1260 c,TOI-1260,45.37156,142.80364,73.5977,11.922
TOI-1260 d,TOI-1260,45.37156,142.80364,73.5977,11.922
TOI-1266 b,TOI-1266,51.16066,119.58108,36.0118,12.941
TOI-1266 c,TOI-1266,51.16066,119.58108,36.0118,12.941
TOI-1268 b,TOI-1268,54.63193,118.49488,109.557,10.92
TOI-1269 b,TOI-1269,38.38215,95.62542,172.138,11.618
TOI-1272 b,TOI-1272,66.75298,112.54668,137.572,11.758
TOI-1272 c,TOI-1272,66.75298,112.54668,137.572,11.758
TOI-1273 b,TOI-1273,55.39162,103.38145,177.118,10.98
TOI-1278 b,TOI-1278,-10.11937,82.10119,75.5759,13.502
TOI-1279 b,TOI-1279,60.39171,131.71751,107.055,10.714
TOI-128.01,TOI-128,-30.37768,293.31,68.4727,8.44
TOI-1288 b,TOI-1288,13.28607,101.44251,114.865,10.445
TOI-1288 c,TOI-1288,13.28607,101.44251,114.865,10.445
TOI-1294 b,TOI-1294,43.37255,109.54698,332.648,11.314
TOI-1294 c,TOI-1294,43.37255,109.54698,332.648,11.314
TOI-1296 b,TOI-1296,34.1568,101.40393,323.265,11.37
TOI-1298 b,TOI-1298,38.97653,103.88664,319.036,11.889
TOI-132 b,TOI-132,-57.81809,353.41363,163.678,11.197
TOI-1333 b,TOI-1333,-3.18125,93.40166,200.492,9.438
TOI-1338 b,TOI-1338 A,-28.49114,268.41173,399.017,11.722
TOI-1338 c,TOI-1338 A,-28.49114,268.41173,399.017,11.722
TOI-1347 b,TOI-1347,26.2656,100.863,147.476,11.168
TOI-1347 c,TOI-1347,26.2656,100.863,147.476,11.168
TOI-1386 b,TOI-1386,-2.10233,101.69746,146.858,10.61
TOI-1386 c,TOI-1386,-2.10233,101.69746,146.858,10.61
TOI-139 b,TOI-139,-57.9909,9.7599,42.4061,10.55
TOI-1408 b,TOI-1408,17.41208,107.27331,139.484,9.270001
TOI-1408 c,TOI-1408,17.41208,107.27331,139.484,9.270001
TOI-1410 c,TOI-1410,-12.02398,95.32486,72.7512,11.111
TOI-1410.01,TOI-1410,-12.02398,95.32486,72.7512,11.111
TOI-1411 b,TOI-1411,52.90913,76.25875,32.4778,10.51
TOI-1416 b,TOI-1416,65.39358,76.1889,55.0135,9.91
TOI-1420 b,TOI-1420,10.82417,104.72204,201.918,11.655
TOI-1422 b,TOI-1422,-21.01388,107.66141,155.141,10.622
TOI-1431 b,TOI-1431,5.72303,94.60687,148.925,8.03
TOI-1437 b,TOI-1437,36.91355,85.26894,103.297,9.173
TOI-1439 b,TOI-1439,39.99489,101.1887,230.306,10.55
TOI-1442 b,TOI-1442,24.83091,105.49873,41.1659,15.39
TOI-1443 b,TOI-1443,22.90356,108.35147,85.8034,10.675
TOI-1444 b,TOI-1444,18.61787,104.38782,125.463,10.936
TOI-1448 b,TOI-1448,7.12331,96.29363,73.3345,15.678
TOI-1450 A b,TOI-1450 A,21.06076,89.62124,22.4467,12.28
TOI-1450 A c,TOI-1450 A,21.06076,89.62124,22.4467,12.28
TOI-1451 b,TOI-1451,55.60337,128.32133,91.9362,9.584
TOI-1452 b,TOI-1452,23.81292,104.66497,30.5212,14.354
TOI-1467 b,TOI-1467,-13.43471,127.12677,37.4418,12.293
TOI-1468 b,TOI-1468,-43.50115,127.87377,24.7399,12.5
