pl_name,hostname,galactic_latitude,galactic_longitude,distance,visual_mag
Kepler-1003 b,Kepler-1003,12.78677,77.09295,941.902,14.132
Kepler-1004 b,Kepler-1004,11.7961,83.25836,1152.68,13.705
Kepler-1005 b,Kepler-1005,15.91092,73.8928,567.806,13.371
Kepler-1008 b,Kepler-1008,9.96408,78.64493,282.565,13.59
Kepler-1009 b,Kepler-1009,18.00052,72.29321,355.019,15.758
Kepler-101 b,Kepler-101,19.67348,78.04679,927.981,13.7
Kepler-101 c,Kepler-101,19.67348,78.04679,927.981,13.7
Kepler-1010 b,Kepler-1010,14.30978,75.54157,579.273,14.964
Kepler-1011 b,Kepler-1011,10.34778,80.61187,736.779,15.294
Kepler-1012 b,Kepler-1012,15.17668,77.75547,411.077,13.486
Kepler-1013 b,Kepler-1013,13.73979,76.13159,422.246,14.563
Kepler-1014 b,Kepler-1014,16.98722,74.32695,624.8,14.866
Kepler-1015 b,Kepler-1015,11.67457,75.99888,739.357,12.825
Kepler-1016 b,Kepler-1016,11.65065,78.93727,1402.82,15.531
Kepler-1016 c,Kepler-1016,11.65065,78.93727,1402.82,15.531
Kepler-1017 b,Kepler-1017,16.65844,69.992,552.058,14.315
Kepler-1018 b,Kepler-1018,18.46206,75.19311,1010.01,15.103
Kepler-1019 b,Kepler-1019,18.99813,77.00583,194.182,13.882
Kepler-102 b,Kepler-102,20.43475,76.48359,107.796,12.072
Kepler-102 c,Kepler-102,20.43475,76.48359,107.796,12.072
Kepler-102 d,Kepler-102,20.43475,76.48359,107.796,12.072
Kepler-102 e,Kepler-102,20.43475,76.48359,107.796,12.072
Kepler-102 f,Kepler-102,20.43475,76.48359,107.796,12.072
Kepler-1020 b,Kepler-1020,13.02867,78.68313,415.358,14.211
Kepler-1021 b,Kepler-1021,9.6861,76.04997,810.082,15.207
Kepler-1022 b,Kepler-1022,15.34767,78.26128,420.042,15.758
Kepler-1023 b,Kepler-1023,16.63901,80.85082,694.175,14.7121
Kepler-1024 b,Kepler-1024,9.89663,71.01226,1087.4,16.272
Kepler-1025 b,Kepler-1025,17.34224,74.0137,803.776,13.695
Kepler-1026 b,Kepler-1026,16.51184,69.90191,351.239,14.463
Kepler-1027 b,Kepler-1027,14.84869,73.78894,405.104,12.994
Kepler-1028 b,Kepler-1028,16.30795,81.00863,607.916,14.611
Kepler-1029 b,Kepler-1029,11.25011,74.07265,366.656,14.434
Kepler-103 b,Kepler-103,12.75709,71.65202,494.832,11.883
Kepler-103 c,Kepler-103,12.75709,71.65202,494.832,11.883
Kepler-1030 b,Kepler-1030,12.15345,78.48533,758.702,16.003
Kepler-1031 b,Kepler-1031,12.13118,82.10187,682.882,13.877
Kepler-1032 b,Kepler-1032,12.11568,71.99772,673.01,16.007
Kepler-1033 b,Kepler-1033,18.01842,74.46962,1455.5,16.186
Kepler-1034 b,Kepler-1034,13.92633,68.74506,654.549,15.269
Kepler-1035 b,Kepler-1035,13.89008,74.30404,562.116,13.097
Kepler-1036 b,Kepler-1036,13.10893,82.7281,489.435,13.87
Kepler-1037 b,Kepler-1037,11.14897,80.5711,446.914,14.475
Kepler-1038 b,Kepler-1038,8.06131,78.79138,584.136,15.03
Kepler-1038 c,Kepler-1038,8.06131,78.79138,584.136,15.03
Kepler-1039 b,Kepler-1039,9.04999,79.59565,306.91,14.438
Kepler-104 b,Kepler-104,14.56786,73.18543,400.785,12.697
Kepler-104 c,Kepler-104,14.56786,73.18543,400.785,12.697
Kepler-104 d,Kepler-104,14.56786,73.18543,400.785,12.697
Kepler-1040 b,Kepler-1040,19.68957,77.78923,482.119,13.614
Kepler-1041 b,Kepler-1041,13.74396,82.10329,1485.82,14.576
Kepler-1043 b,Kepler-1043,20.43192,76.89006,903.332,14.949
Kepler-1044 b,Kepler-1044,12.86311,79.09551,1278.96,15.478
Kepler-1045 b,Kepler-1045,17.95838,75.01611,942.485,15.879
Kepler-1046 b,Kepler-1046,10.81847,80.55238,721.534,13.347
Kepler-1047 b,Kepler-1047,17.25221,81.73967,817.647,13.46
Kepler-1047 c,Kepler-1047,17.25221,81.73967,817.647,13.46
Kepler-1048 b,Kepler-1048,18.4911,71.53877,556.006,15.138
Kepler-1049 b,Kepler-1049,16.90892,78.48205,162.006,14.695
Kepler-105 b,Kepler-105,15.99895,77.18475,459.223,12.981
Kepler-105 c,Kepler-105,15.99895,77.18475,459.223,12.981
Kepler-1050 b,Kepler-1050,19.96859,78.24401,490.488,13.198
Kepler-1050 c,Kepler-1050,19.96859,78.24401,490.488,13.198
Kepler-1051 b,Kepler-1051,8.93139,74.55033,829.343,13.212
Kepler-1052 b,Kepler-1052,11.487,79.73343,943.444,14.932
Kepler-1052 c,Kepler-1052,11.487,79.73343,943.444,14.932
Kepler-1053 b,Kepler-1053,10.66077,71.61836,151.129,13.576
Kepler-1054 b,Kepler-1054,13.56194,76.35333,1090.51,14.143
Kepler-1055 b,Kepler-1055,13.79347,76.66971,389.397,13.194
Kepler-1056 b,Kepler-1056,9.12162,81.40572,982.51,14.772
Kepler-1057 b,Kepler-1057,7.74149,75.97794,1201.82,15.825
Kepler-1058 b,Kepler-1058,11.61179,78.83189,491.997,15.869
Kepler-1059 b,Kepler-1059,13.28303,73.25895,713.167,15.785
Kepler-106 b,Kepler-106,7.00333,79.67079,444.322,12.923
Kepler-106 c,Kepler-106,7.00333,79.67079,444.322,12.923
Kepler-106 d,Kepler-106,7.00333,79.67079,444.322,12.923
Kepler-106 e,Kepler-106,7.00333,79.67079,444.322,12.923
Kepler-1060 b,Kepler-1060,14.65459,70.29069,946.565,14.827
Kepler-1061 b,Kepler-1061,12.66062,83.34317,543.375,13.319
Kepler-1062 b,Kepler-1062,16.75809,71.17442,397.455,15.095
Kepler-1063 b,Kepler-1063,10.84999,70.40593,343.226,13.029
Kepler-1065 b,Kepler-1065,8.36975,72.4343,1122.48,15.744
Kepler-1065 c,Kepler-1065,8.36975,72.4343,1122.48,15.744
Kepler-1066 b,Kepler-1066,9.31381,80.82802,344.251,13.115
Kepler-1067 b,Kepler-1067,17.15588,75.31275,667.693,14.395
Kepler-1067 c,Kepler-1067,17.15588,75.31275,667.693,14.395
Kepler-1068 b,Kepler-1068,11.81541,79.31892,1473.61,16.096
Kepler-1069 b,Kepler-1069,14.75417,79.68402,695.967,13.234
Kepler-107 b,Kepler-107,11.23255,81.72606,525.997,12.543
Kepler-107 c,Kepler-107,11.23255,81.72606,525.997,12.543
Kepler-107 d,Kepler-107,11.23255,81.72606,525.997,12.543
Kepler-107 e,Kepler-107,11.23255,81.72606,525.997,12.543
Kepler-1070 b,Kepler-1070,13.98632,81.56379,939.001,14.133
Kepler-1071 b,Kepler-1071,12.29145,77.7651,1042.27,15.881
Kepler-1072 b,Kepler-1072,13.39866,78.44582,982.716,13.972
Kepler-1073 b,Kepler-1073,8.35401,71.80378,809.897,14.749
Kepler-1073 c,Kepler-1073,8.35401,71.80378,809.897,14.749
Kepler-1073 d,Kepler-1073,8.35401,71.80378,809.897,14.749
Kepler-1074 b,Kepler-1074,18.18179,76.25233,250.817,15.599
Kepler-1075 b,Kepler-1075,16.69848,78.22874,291.275,15.909
Kepler-1077 b,Kepler-1077,12.30128,74.36726,1101.42,14.923
Kepler-1078 b,Kepler-1078,11.21701,75.80288,2481.71,15.703
Kepler-1079 b,Kepler-1079,8.53647,80.42779,591.098,12.78
Kepler-108 b,Kepler-108,11.71993,78.99024,338.732,12.657
Kepler-108 c,Kepler-108,11.71993,78.99024,338.732,12.657
Kepler-1080 b,Kepler-1080,12.0197,82.42453,1382.82,13.486
Kepler-1081 b,Kepler-1081,12.96763,72.96906,420.215,13.827
Kepler-1082 b,Kepler-1082,16.76238,81.73423,739.557,13.444
Kepler-1083 b,Kepler-1083,18.67704,74.87448,902.633,16.103
Kepler-1084 b,Kepler-1084,15.39583,79.68526,405.533,12.015
Kepler-1085 b,Kepler-1085,16.20868,76.9416,1364.53,15.273
Kepler-1085 c,Kepler-1085,16.20868,76.9416,1364.53,15.273
Kepler-1086 b,Kepler-1086,11.19167,79.01712,466.084,16.002
Kepler-1086 c,Kepler-1086,11.19167,79.01712,466.084,16.002
Kepler-1087 b,Kepler-1087,11.4348,79.07509,362.623,12.973
Kepler-1088 b,Kepler-1088,18.82283,71.73068,280.629,11.472
Kepler-1089 b,Kepler-1089,15.17883,80.84977,259.328,16.233
Kepler-109 b,Kepler-109,11.87795,72.32578,474.861,12.398
Kepler-109 c,Kepler-109,11.87795,72.32578,474.861,12.398
Kepler-1090 b,Kepler-1090,10.31965,77.96982,858.77,15.31
Kepler-1090 c,Kepler-1090,10.31965,77.96982,858.77,15.31
Kepler-1091 b,Kepler-1091,7.32198,78.69106,914.299,14.874
Kepler-1092 b,Kepler-1092,10.29547,80.97663,981.233,14.659
Kepler-1093 b,Kepler-1093,16.08105,71.68221,1072.88,13.781
Kepler-1093 c,Kepler-1093,16.08105,71.68221,1072.88,13.781
Kepler-1094 b,Kepler-1094,9.6585,71.15265,1291.01,15.318
Kepler-1095 b,Kepler-1095,10.41212,74.29503,792.522,14.597
Kepler-1096 b,Kepler-1096,11.58456,78.95465,377.976,15.438
Kepler-1097 b,Kepler-1097,18.84996,71.88436,719.802,15.652
Kepler-1098 b,Kepler-1098,9.81139,76.75649,1049.19,14.886
Kepler-1099 b,Kepler-1099,16.23311,79.34112,1022.8,15.137
Kepler-11 b,Kepler-11,8.13328,76.1613,646.346,13.817
Kepler-11 c,Kepler-11,8.13328,76.1613,646.346,13.817
Kepler-11 d,Kepler-11,8.13328,76.1613,646.346,13.817
Kepler-11 e,Kepler-11,8.13328,76.1613,646.346,13.817
Kepler-11 f,Kepler-11,8.13328,76.1613,646.346,13.817
Kepler-11 g,Kepler-11,8.13328,76.1613,646.346,13.817
Kepler-110 b,Kepler-110,13.83649,80.82269,586.531,13.003
Kepler-110 c,Kepler-110,13.83649,80.82269,586.531,13.003
Kepler-1100 b,Kepler-1100,12.53992,76.31734,693.618,13.952
Kepler-1101 b,Kepler-1101,11.53493,78.63822,742.473,15.156
Kepler-1102 b,Kepler-1102,20.8037,77.31999,1246.05,14.928
Kepler-1103 b,Kepler-1103,17.50958,80.12419,1331.92,14.294
Kepler-1104 b,Kepler-1104,13.24667,81.9511,530.658,12.125
Kepler-1105 b,Kepler-1105,19.13655,71.6163,318.004,15.315
Kepler-1106 b,Kepler-1106,12.99985,76.06353,1090.7,14.863
Kepler-1107 b,Kepler-1107,10.92346,71.50234,428.798,14.315
Kepler-1108 b,Kepler-1108,10.7715,79.40716,767.701,15.132
Kepler-1109 b,Kepler-1109,10.62298,71.94353,685.087,14.405
Kepler-111 b,Kepler-111,12.94056,76.80348,657.223,13.543
Kepler-111 c,Kepler-111,12.94056,76.80348,657.223,13.543
Kepler-1110 b,Kepler-1110,10.16384,71.29732,726.828,16.274
Kepler-1111 b,Kepler-1111,11.0467,79.05989,841.536,14.88
Kepler-1112 b,Kepler-1112,11.05005,81.29698,1671.28,14.74
Kepler-1113 b,Kepler-1113,12.15552,71.11967,1073.88,14.943
Kepler-1114 b,Kepler-1114,8.75738,80.37328,418.417,13.935
Kepler-1115 b,Kepler-1115,8.68466,73.81762,983.245,11.983
Kepler-1116 b,Kepler-1116,12.51187,76.36321,1008.57,15.424
Kepler-1117 b,Kepler-1117,14.60846,81.17194,568.487,14.15
Kepler-1118 b,Kepler-1118,7.46221,79.18243,888.325,15.238
Kepler-1119 b,Kepler-1119,9.37412,78.2628,1757.23,15.296
Kepler-112 b,Kepler-112,8.85504,77.25979,513.206,13.927
Kepler-112 c,Kepler-112,8.85504,77.25979,513.206,13.927
Kepler-1120 b,Kepler-1120,12.3889,74.34554,615.231,15.494
Kepler-1121 b,Kepler-1121,10.63302,81.68567,482.047,12.144
Kepler-1122 b,Kepler-1122,15.77372,77.35651,1230.42,15.405
Kepler-1123 b,Kepler-1123,13.81149,83.20069,704.323,14.933
Kepler-1124 b,Kepler-1124,13.55031,68.83115,289.899,16.745
Kepler-1125 b,Kepler-1125,8.6369,74.51966,2011.41,15.042
Kepler-1126 b,Kepler-1126,17.19133,76.01846,635.736,14.221
Kepler-1126 c,Kepler-1126,17.19133,76.01846,635.736,14.221
Kepler-1127 b,Kepler-1127,11.05732,75.50893,842.459,15.162
Kepler-1128 b,Kepler-1128,9.64965,72.45315,1083.41,15.934
Kepler-1129 b,Kepler-1129,11.49987,73.6759,1183.88,15.661
Kepler-1129 c,Kepler-1129,11.49987,73.6759,1183.88,15.661
Kepler-113 b,Kepler-113,17.6898,81.73182,262.351,13.655
Kepler-113 c,Kepler-113,17.6898,81.73182,262.351,13.655
Kepler-1130 b,Kepler-1130,17.39614,75.59135,249.343,12.509
Kepler-1130 c,Kepler-1130,17.39614,75.59135,249.343,12.509
Kepler-1130 d,Kepler-1130,17.39614,75.59135,249.343,12.509
Kepler-1131 b,Kepler-1131,12.52682,82.24447,1030.7,15.01
Kepler-1132 b,Kepler-1132,17.75645,78.86456,867.931,15.818
Kepler-1133 b,Kepler-1133,11.055,75.67795,753.135,14.785
Kepler-1134 b,Kepler-1134,9.41182,76.10545,944.445,16.233
Kepler-1135 b,Kepler-1135,16.64256,75.19741,1314.64,14.545
Kepler-1136 b,Kepler-1136,17.7141,74.1828,491.406,16.037
Kepler-1137 b,Kepler-1137,17.37407,79.29328,921.778,12.827
Kepler-1138 b,Kepler-1138,18.00509,78.63308,872.328,15.885
Kepler-1139 b,Kepler-1139,13.13621,70.5319,495.156,14.229
Kepler-114 b,Kepler-114,13.01505,80.94435,259.533,13.961
Kepler-114 c,Kepler-114,13.01505,80.94435,259.533,13.961
Kepler-114 d,Kepler-114,13.01505,80.94435,259.533,13.961
Kepler-1140 b,Kepler-1140,20.21553,76.2677,656.48,15.751
Kepler-1141 b,Kepler-1141,14.91275,79.31186,393.642,12.403
Kepler-1142 b,Kepler-1142,11.99354,76.58475,1273.51,14.505
Kepler-1143 b,Kepler-1143,13.61425,70.37703,555.189,15.493
Kepler-1143 c,Kepler-1143,13.61425,70.37703,555.189,15.493
Kepler-1144 b,Kepler-1144,15.03123,78.72691,1140.57,14.943
Kepler-1145 b,Kepler-1145,9.84769,76.52003,691.961,15.471
Kepler-1146 b,Kepler-1146,17.17443,77.97968,703.038,15.953
Kepler-1147 b,Kepler-1147,11.01535,74.30084,1657.36,15.613
Kepler-1148 b,Kepler-1148,13.82547,77.54717,625.692,15.533
Kepler-1149 b,Kepler-1149,11.53556,78.04201,1217.73,15.146
Kepler-115 b,Kepler-115,9.40002,79.33273,623.609,13.545
Kepler-115 c,Kepler-115,9.40002,79.33273,623.609,13.545
Kepler-1150 b,Kepler-1150,12.03359,82.82162,358.518,14.748
Kepler-1151 b,Kepler-1151,13.93621,79.94816,682.436,15.005
Kepler-1152 b,Kepler-1152,13.48156,75.8831,215.233,15.31
Kepler-1153 b,Kepler-1153,15.03403,77.15097,1119.49,15.767
Kepler-1154 b,Kepler-1154,6.8913,74.51592,1460.1,14.953
Kepler-1154 c,Kepler-1154,6.8913,74.51592,1460.1,14.953
Kepler-1155 b,Kepler-1155,12.64356,71.09401,1128.72,14.799
Kepler-1156 b,Kepler-1156,15.2527,77.26857,691.331,14.262
Kepler-1157 b,Kepler-1157,18.12442,73.21026,342.144,14.603
Kepler-1158 b,Kepler-1158,11.19477,74.13226,1484.25,13.618
Kepler-1159 b,Kepler-1159,11.51112,78.11516,1213.71,14.678
Kepler-116 b,Kepler-116,10.44221,76.76629,955.168,13.744
Kepler-116 c,Kepler-116,10.44221,76.76629,955.168,13.744
Kepler-1160 b,Kepler-1160,14.86112,74.40388,1077.63,16.006
Kepler-1161 b,Kepler-1161,8.65569,79.97169,547.726,16.163
Kepler-1162 b,Kepler-1162,18.67184,75.14127,940.211,15.749
Kepler-1162 c,Kepler-1162,18.67184,75.14127,940.211,15.749
Kepler-1163 b,Kepler-1163,16.02501,81.41618,478.647,12.208
Kepler-1164 b,Kepler-1164,13.29173,70.0806,431.622,14.321
Kepler-1165 b,Kepler-1165,15.9877,75.42234,1575.2,14.521
Kepler-1165 c,Kepler-1165,15.9877,75.42234,1575.2,14.521
Kepler-1166 b,Kepler-1166,16.30356,82.28058,634.906,14.65
Kepler-1167 b,Kepler-1167,10.23657,81.68674,820.905,16.047
Kepler-1168 b,Kepler-1168,16.82074,78.16154,752.666,15.755
Kepler-1169 b,Kepler-1169,11.69927,79.49374,522.823,12.707
Kepler-117 b,Kepler-117,16.11474,79.12533,1455.57,14.282
Kepler-117 c,Kepler-117,16.11474,79.12533,1455.57,14.282
Kepler-1170 b,Kepler-1170,12.21294,76.12959,1050.45,16.204
Kepler-1171 b,Kepler-1171,7.96784,72.42526,573,11.647
Kepler-1172 b,Kepler-1172,10.72143,70.04349,1306.53,16.083
Kepler-1173 b,Kepler-1173,12.42904,78.16899,377.06,13.896
Kepler-1174 b,Kepler-1174,18.58354,71.65258,1408.75,14.271
Kepler-1175 b,Kepler-1175,15.41495,78.04933,1121.89,15.972
Kepler-1176 b,Kepler-1176,9.27858,79.41623,864.699,15.27
Kepler-1177 b,Kepler-1177,17.92352,79.90298,1299.97,14.773
Kepler-1178 b,Kepler-1178,15.45036,76.89169,482.287,14.212
Kepler-1179 b,Kepler-1179,18.96181,77.70078,415.205,14.214
Kepler-118 b,Kepler-118,6.53422,76.53023,574.228,14.867
Kepler-118 c,Kepler-118,6.53422,76.53023,574.228,14.867
Kepler-1180 b,Kepler-1180,9.52805,76.82303,1596.8,15.081
Kepler-1181 b,Kepler-1181,11.99669,71.4054,938.417,13.549
Kepler-1181 c,Kepler-1181,11.99669,71.4054,938.417,13.549
Kepler-1182 b,Kepler-1182,9.57788,77.56359,1545.39,15.742
Kepler-1183 b,Kepler-1183,9.99015,71.69328,1919.19,15.968
Kepler-1184 b,Kepler-1184,14.14281,78.81109,1157.84,14.99
Kepler-1185 b,Kepler-1185,13.67532,70.3975,459.273,12.63
Kepler-1186 b,Kepler-1186,15.94461,78.14023,1337.25,15.367
Kepler-1187 b,Kepler-1187,13.51035,69.33061,1020.53,14.73
Kepler-1188 b,Kepler-1188,18.00328,72.83394,1717.48,14.941
Kepler-1189 b,Kepler-1189,10.28813,81.9521,782.852,14.463
Kepler-119 b,Kepler-119,9.25285,76.40109,701.996,14.375
Kepler-119 c,Kepler-119,9.25285,76.40109,701.996,14.375
Kepler-1190 b,Kepler-1190,18.96771,79.57519,342.509,14.665
Kepler-1191 b,Kepler-1191,14.34968,79.89817,955.536,15.319
Kepler-1192 b,Kepler-1192,18.91752,73.31959,1304.19,15.858
Kepler-1193 b,Kepler-1193,17.72552,82.09102,802.116,13.577
Kepler-1194 b,Kepler-1194,10.02508,70.8253,757.382,14.31
Kepler-1195 b,Kepler-1195,16.30468,70.94977,918.566,16.003
Kepler-1196 b,Kepler-1196,12.14041,76.31541,922.333,15.009
Kepler-1197 b,Kepler-1197,12.01924,74.87347,486.94,15.346
Kepler-1198 b,Kepler-1198,14.82277,76.08521,743.03,14.986
Kepler-1199 b,Kepler-1199,12.76351,79.80955,563.493,13.173
Kepler-12 b,Kepler-12,18.40736,80.42341,881.386,13.468
Kepler-120 b,Kepler-120,13.21918,70.61567,388.63,14.995
Kepler-120 c,Kepler-120,13.21918,70.61567,388.63,14.995
Kepler-1200 b,Kepler-1200,9.53918,77.94098,588.715,16.06
Kepler-1201 b,Kepler-1201,9.26258,74.29522,944.241,14.765
Kepler-1202 b,Kepler-1202,12.51696,76.97284,1175.38,15.833
Kepler-1203 b,Kepler-1203,11.99808,76.69173,317.022,15.385
Kepler-1204 b,Kepler-1204,13.46382,74.069,1175.22,15.45
Kepler-1205 b,Kepler-1205,12.48421,73.42429,698.485,15.316
Kepler-1206 b,Kepler-1206,12.60425,82.81438,762.019,15.971
Kepler-1207 b,Kepler-1207,12.91225,82.15527,1754.19,14.595
Kepler-1208 b,Kepler-1208,12.73691,76.75288,825.176,16.256
Kepler-1209 b,Kepler-1209,17.27693,79.88527,505.531,12.554
Kepler-121 b,Kepler-121,14.57646,70.37852,510.523,14.904
Kepler-121 c,Kepler-121,14.57646,70.37852,510.523,14.904
Kepler-1210 b,Kepler-1210,13.72935,80.4378,1176.53,15.649
Kepler-1211 b,Kepler-1211,15.34854,71.36435,1826.53,16.016
Kepler-1212 b,Kepler-1212,12.19643,83.31751,1316.57,15.133
Kepler-1213 b,Kepler-1213,16.82071,82.09998,807.812,13.416
Kepler-1214 b,Kepler-1214,18.9896,79.92744,729.227,15.459
Kepler-1215 b,Kepler-1215,10.96452,81.84303,661.022,14.539
Kepler-1216 b,Kepler-1216,16.16963,76.70687,1258.36,15.262
Kepler-1217 b,Kepler-1217,16.9924,82.01835,1347.71,15.343
Kepler-1218 b,Kepler-1218,12.92087,76.63511,840.503,13.73
Kepler-1219 b,Kepler-1219,10.72541,81.04443,880.895,12.339
Kepler-122 b,Kepler-122,11.23653,72.26222,1027.45,14.403
Kepler-122 c,Kepler-122,11.23653,72.26222,1027.45,14.403
Kepler-122 d,Kepler-122,11.23653,72.26222,1027.45,14.403
Kepler-122 e,Kepler-122,11.23653,72.26222,1027.45,14.403
Kepler-122 f,Kepler-122,11.23653,72.26222,1027.45,14.403
Kepler-1220 b,Kepler-1220,8.68505,77.08701,961.907,15.194
Kepler-1221 b,Kepler-1221,17.11485,76.07529,913.65,15.909
Kepler-1222 b,Kepler-1222,13.02315,82.12187,415.218,14.21
Kepler-1223 b,Kepler-1223,17.03433,74.80477,459.957,14.911
Kepler-1224 b,Kepler-1224,13.3833,68.50921,559.598,12.926
Kepler-1225 b,Kepler-1225,11.64822,72.27105,1347.52,14.819
Kepler-1226 b,Kepler-1226,12.73735,83.7023,1125.72,14.324
Kepler-1227 b,Kepler-1227,14.81853,72.74433,623.706,14.276
Kepler-1228 b,Kepler-1228,10.92515,80.45666,515.453,15.061
Kepler-1229 b,Kepler-1229,10.38018,80.79418,265.482,16.124
Kepler-123 b,Kepler-123,8.63544,76.88818,1021.66,14.129
Kepler-123 c,Kepler-123,8.63544,76.88818,1021.66,14.129
Kepler-1230 b,Kepler-1230,17.37988,71.4697,1364.22,15.628
Kepler-1231 b,Kepler-1231,14.08078,73.90304,987.237,14.808
Kepler-1232 b,Kepler-1232,11.93253,82.37845,632.865,14.97
Kepler-1233 b,Kepler-1233,10.28553,80.45898,1178.7,14.82
Kepler-1234 b,Kepler-1234,18.12452,82.04089,916.749,15.915
Kepler-1235 b,Kepler-1235,17.07616,74.11429,540.604,14.079
Kepler-1236 b,Kepler-1236,9.40712,76.18608,999.64,16.145
Kepler-1237 b,Kepler-1237,10.41831,78.10615,1064.31,16.012
Kepler-1238 b,Kepler-1238,6.74946,74.9302,1632.13,14.919
Kepler-1239 b,Kepler-1239,10.93544,75.11442,2140.6,15.391
Kepler-124 b,Kepler-124,17.75101,79.5885,420.046,14.4
Kepler-124 c,Kepler-124,17.75101,79.5885,420.046,14.4
Kepler-124 d,Kepler-124,17.75101,79.5885,420.046,14.4
Kepler-1240 b,Kepler-1240,17.14732,70.26775,862.186,14.092
Kepler-1241 b,Kepler-1241,8.16713,72.16176,968.722,15.886
Kepler-1242 b,Kepler-1242,16.25525,71.35665,687.615,15.714
Kepler-1243 b,Kepler-1243,10.61295,75.92365,758.17,14.898
Kepler-1244 b,Kepler-1244,19.68291,75.97691,1075.81,12.444
Kepler-1245 b,Kepler-1245,12.91958,75.19259,805.936,15.582
Kepler-1245 c,Kepler-1245,12.91958,75.19259,805.936,15.582
Kepler-1246 b,Kepler-1246,17.1689,79.73595,436.505,15.27
Kepler-1247 b,Kepler-1247,11.98841,79.48787,1045.92,15.925
Kepler-1248 b,Kepler-1248,17.80411,82.1475,593.026,12.9
Kepler-1249 b,Kepler-1249,9.47328,78.25844,1904.54,15.391
Kepler-125 b,Kepler-125,10.21915,81.59299,183.365,15.431
Kepler-125 c,Kepler-125,10.21915,81.59299,183.365,15.431
Kepler-1250 b,Kepler-1250,15.94425,76.87489,2126.85,15.693
Kepler-1251 b,Kepler-1251,14.59844,81.1983,902.204,15.024
Kepler-1252 b,Kepler-1252,9.35899,81.02454,648.979,14.743
Kepler-1253 b,Kepler-1253,19.03753,77.47721,514.524,12.588
Kepler-1254 b,Kepler-1254,18.61756,78.91187,622.818,15.541
Kepler-1254 c,Kepler-1254,18.61756,78.91187,622.818,15.541
Kepler-1254 d,Kepler-1254,18.61756,78.91187,622.818,15.541
Kepler-1255 b,Kepler-1255,9.74242,76.21133,1617.07,15.308
Kepler-1256 b,Kepler-1256,13.05333,76.74286,891.192,13.685
Kepler-1257 b,Kepler-1257,10.58208,79.09698,1105.95,15.644
Kepler-1258 b,Kepler-1258,18.89697,80.18131,717.555,13.929
Kepler-1259 b,Kepler-1259,10.15452,80.88765,805.562,15.556
Kepler-126 b,Kepler-126,14.23267,75.64407,237.401,10.505
Kepler-126 c,Kepler-126,14.23267,75.64407,237.401,10.505
Kepler-126 d,Kepler-126,14.23267,75.64407,237.401,10.505
Kepler-1260 b,Kepler-1260,9.43327,76.18255,1734.43,14.953
Kepler-1261 b,Kepler-1261,18.59368,78.96242,744.294,15.817
Kepler-1262 b,Kepler-1262,13.79639,73.59131,1054.87,15.155
Kepler-1263 b,Kepler-1263,17.07331,77.26389,664.83,15.173
Kepler-1264 b,Kepler-1264,14.29626,76.74948,801.993,14.629
Kepler-1265 b,Kepler-1265,18.40058,77.09588,583.641,16.024
Kepler-1266 b,Kepler-1266,15.96593,73.20234,849.312,16.016
Kepler-1266 c,Kepler-1266,15.96593,73.20234,849.312,16.016
Kepler-1267 b,Kepler-1267,7.58873,78.26219,1379.43,15.846
Kepler-1268 b,Kepler-1268,14.80444,74.19149,1840.77,15.484
Kepler-1269 b,Kepler-1269,15.68836,76.26546,1097.23,13.658
Kepler-127 b,Kepler-127,17.64003,76.21619,352.794,11.746
Kepler-127 c,Kepler-127,17.64003,76.21619,352.794,11.746
Kepler-127 d,Kepler-127,17.64003,76.21619,352.794,11.746
Kepler-1270 b,Kepler-1270,17.62165,79.16873,1095.05,13.562
Kepler-1271 b,Kepler-1271,13.53624,68.29791,831.991,14.075
Kepler-1272 b,Kepler-1272,14.9037,69.2523,1206.37,14.734
Kepler-1273 b,Kepler-1273,16.81761,75.2555,1114.24,16.03
Kepler-1274 b,Kepler-1274,18.17536,76.47638,614.648,11.717
Kepler-1275 b,Kepler-1275,11.8708,77.61798,1153.98,14.595
Kepler-1276 b,Kepler-1276,13.73968,71.7371,538.481,12.992
Kepler-1277 b,Kepler-1277,8.81353,74.23928,557.193,14.306
Kepler-1278 b,Kepler-1278,17.99014,72.47679,889.426,13.782
Kepler-1279 b,Kepler-1279,13.49978,71.64355,1494.22,14.137
Kepler-128 b,Kepler-128,18.70795,73.49392,396.379,11.693
Kepler-128 c,Kepler-128,18.70795,73.49392,396.379,11.693
Kepler-1280 b,Kepler-1280,12.02713,78.05474,1486.7,14.196
Kepler-1282 b,Kepler-1282,14.72074,78.23617,1103.29,15.707
